EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Hemirhamphodon pogonognathus,Hemirhamphodon pogonognathus,Hemirhamphodon pogonognathus,Hemirhamphodon pogonognathus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon sesamum,NA,Hemirhamphodon sesamum,"Hemirhamphodon sesamum Tan & Lim, 2013",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon tengah,NA,Hemirhamphodon tengah,Hemirhamphodon tengah,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys affinis,Hirundichthys affinis,Hirundichthys affinis,Hirundichthys affinis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hirundichthys albimaculatus,Hirundichthys albimaculatus,Hirundichthys albimaculatus,Hirundichthys albimaculatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys coromandelensis,Hirundichthys coromandelensis,Hirundichthys coromandelensis,Hirundichthys coromandelensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys gilberti,NA,Hirundichthys rondeletii,"Hirundichthys gilberti (Snyder, 1904)",NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Hirundichthys albimaculatus,NA,Hirundichthys ilma,Hirundichthys albimaculatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys indicus,NA,Hirundichthys indicus,Hirundichthys indicus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys marginatus,Hirundichthys marginatus,Hirundichthys marginatus,Hirundichthys marginatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys oxycephalus,Hirundichthys oxycephalus,Hirundichthys oxycephalus,Hirundichthys oxycephalus,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Hirundichthys rondeletii,Hirundichthys rondeletii,Hirundichthys rondeletii,Hirundichthys rondeletii,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hirundichthys rufipinnis,Hirundichthys rufipinnis,Hirundichthys rufipinnis,Hirundichthys rufipinnis,NA,NA,NA,B,,TRUE,FALSE,FALSE,TRUE
Hirundichthys socotranus,NA,Hirundichthys socotranus,"Hirundichthys socotranus (Steindachner, 1902)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hirundichthys speculiger,Hirundichthys speculiger,Hirundichthys speculiger,Hirundichthys speculiger,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hirundichthys volador,NA,Hirundichthys volador,Hirundichthys volador,NA,NA,NA,B,,TRUE,FALSE,FALSE,TRUE
Hyporhamphus acutus,Hyporhamphus acutus,Hyporhamphus acutus,"Hyporhamphus acutus (Günther, 1872)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus affinis,Hyporhamphus affinis,Hyporhamphus affinis,Hyporhamphus affinis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hyporhamphus australis,Hyporhamphus australis,Hyporhamphus australis,Hyporhamphus australis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus balinensis,Hyporhamphus balinensis,Hyporhamphus balinensis,"Hyporhamphus balinensis (Bleeker, 1858)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus brederi,NA,Hyporhamphus brederi,Hyporhamphus brederi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus capensis,Hyporhamphus capensis,Hyporhamphus capensis,Hyporhamphus capensis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hyporhamphus collettei,NA,Hyporhamphus collettei,"Hyporhamphus collettei Banford, 2010",NA,NA,NA,B,,TRUE,FALSE,FALSE,TRUE
Hyporhamphus dussumieri,Hyporhamphus dussumieri,Hyporhamphus dussumieri,Hyporhamphus dussumieri,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus erythrorinchus,Hyporhamphus erythrorinchus,Hyporhamphus erythrorinchus,"Hyporhamphus erythrorinchus (Lesueur, 1821)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus gamberur,Hyporhamphus gamberur,Hyporhamphus gamberur,"Hyporhamphus gamberur (Rüppell, 1837)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus gernaerti,Hyporhamphus gernaerti,Hyporhamphus gernaerti,"Hyporhamphus gernaerti (Valenciennes, 1847)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus gilli,Hyporhamphus gilli,Hyporhamphus gilli,"Hyporhamphus gilli Meek & Hildebrand, 1923",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus ihi,Hyporhamphus ihi,Hyporhamphus ihi,Hyporhamphus ihi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus improvisus,Hyporhamphus improvisus,Hyporhamphus improvisus,"Hyporhamphus improvisus (Smith, 1933)",NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Hyporhamphus intermedius,Hyporhamphus intermedius,Hyporhamphus intermedius,Hyporhamphus intermedius,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus limbatus,Hyporhamphus limbatus,Hyporhamphus limbatus,Hyporhamphus limbatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus meeki,Hyporhamphus meeki,Hyporhamphus meeki,Hyporhamphus meeki,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hyporhamphus melanochir,Hyporhamphus melanochir,Hyporhamphus melanochir,Hyporhamphus melanochir,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus melanopterus,Hyporhamphus melanopterus,Hyporhamphus melanopterus,Hyporhamphus melanopterus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus mexicanus,NA,Hyporhamphus mexicanus,Hyporhamphus mexicanus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus naos,Hyporhamphus naos,Hyporhamphus naos,Hyporhamphus naos,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus neglectissimus,Hyporhamphus neglectissimus,Hyporhamphus neglectissimus,Hyporhamphus neglectissimus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus neglectus,Hyporhamphus neglectus,Hyporhamphus neglectus,Hyporhamphus neglectus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus pacificus,NA,Hyporhamphus pacificus,"Hyporhamphus pacificus (Steindachner, 1900)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus paucirastris,NA,Hyporhamphus paucirastris,Hyporhamphus paucirastris Collette et Parin,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus picarti,Hyporhamphus picarti,Hyporhamphus picarti,"Hyporhamphus picarti (Valenciennes, 1847)",NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hyporhamphus quoyi,Hyporhamphus quoyi,Hyporhamphus quoyi,Hyporhamphus quoyi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus regularis,Hyporhamphus regularis,Hyporhamphus regularis,Hyporhamphus regularis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus roberti,Hyporhamphus roberti,Hyporhamphus roberti,Hyporhamphus roberti,NA,NA,NA,B,,NA,TRUE,NA,TRUE
Hyporhamphus rosae,Hyporhamphus rosae,Hyporhamphus rosae,"Hyporhamphus rosae Jordan & Gilbert, 1880",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus sajori,Hyporhamphus sajori,Hyporhamphus sajori,Hyporhamphus sajori,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus sindensis,Hyporhamphus sindensis,Hyporhamphus sindensis,"Hyporhamphus sindensis (Regan, 1905)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus snyderi,Hyporhamphus snyderi,Hyporhamphus snyderi,Hyporhamphus snyderi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus taiwanensis,NA,Hyporhamphus taiwanensis,"Hyporhamphus taiwanensis S.u.Collette, 1986",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus unicuspis,Hyporhamphus unicuspis,Hyporhamphus unicuspis,Hyporhamphus unicuspis Collette & Parin,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus unifasciatus,Hyporhamphus unifasciatus,Hyporhamphus unifasciatus,Hyporhamphus unifasciatus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hyporhamphus xanthopterus,Hyporhamphus xanthopterus,Hyporhamphus xanthopterus,Hyporhamphus xanthopterus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hyporhamphus yuri,NA,Hyporhamphus yuri,Hyporhamphus yuri,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Melapedalion breve,Melapedalion breve,Melapedalion breve,Melapedalion breve,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon fisunovi,NA,NA,Cheilopogon fisunovi Parin & Belyanina 1998,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Cheilopogon formosus,NA,NA,Cheilopogon formosus,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Cheilopogon marisrubri,NA,NA,Cheilopogon marisrubri,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Cypselurus bosha,NA,NA,Cypselurus bosha Shakhovskoy & Parin 2019,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Cypselurus olpar,NA,NA,Cypselurus olpar Shakhovskoy & Parin 2019,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Nomorhamphus bakeri,NA,Nomorhamphus bakeri,"Nomorhamphus bakeri Fowler & Bean, 1922",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus brembachi,NA,Nomorhamphus brembachi,"Nomorhamphus brembachi Vogt, 1978",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus celebensis,NA,Nomorhamphus celebensis,"Nomorhamphus celebensis Weber & Beaufort, 1992",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus ebrardtii,Nomorhamphus ebrardtii,Nomorhamphus ebrardtii,"Nomorhamphus ebrardtii (Popta, 1912)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus hageni,NA,Nomorhamphus hageni,"Nomorhamphus hageni (Popta, 1912)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus kolonodalensis,NA,Nomorhamphus kolonodalensis,Nomorhamphus kolonodalensis Meisner & Louie,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus lanceolatus,NA,Nomorhamphus lanceolatus,"Nomorhamphus lanceolatus Huylebrouck, Hadiaty & Herder, 2014",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus liemi,NA,Nomorhamphus liemi,Nomorhamphus liemi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus manifesta,NA,Nomorhamphus manifesta,Nomorhamphus manifesta,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus megarrhamphus,NA,Nomorhamphus megarrhamphus,Nomorhamphus megarrhamphus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus pectoralis,NA,Nomorhamphus pectoralis,"Nomorhamphus pectoralis (Fowler, 1934)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus philippinus,NA,Nomorhamphus philippinus,"Nomorhamphus philippinus (Ladiges, 1972)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus pinnimaculatus,NA,Nomorhamphus pinnimaculata,"Nomorhamphus pinnimaculatus Meisner, 2001",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus brembachi,NA,Nomorhamphus ravnaki,"Nomorhamphus brembachi Vogt, 1978",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus rex,NA,Nomorhamphus rex,Nomorhamphus rex,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus rossi,NA,Nomorhamphus rossi,"Nomorhamphus rossi Meisner, 2001",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus sagittarius,NA,Nomorhamphus sagittarius,"Nomorhamphus sagittarius Huylebrouck, Hadiaty & Herder, 2014",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus brembachi,NA,Nomorhamphus sanussii,"Nomorhamphus brembachi Vogt, 1978",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus towoetii,NA,Nomorhamphus towoetii,"Nomorhamphus towoetii Ladiges, 1972",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus versicolor,NA,NA,NA,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Nomorhamphus viviparus,NA,Nomorhamphus vivipara,"Nomorhamphus viviparus (Peters, 1865)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Nomorhamphus weberi,NA,Nomorhamphus weberi,Nomorhamphus weberi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias asinua,NA,Oryzias asinua,Oryzias asinua,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias bonneorum,NA,Oryzias bonneorum,"Oryzias bonneorum Parenti, 2008",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias carnaticus,Oryzias carnaticus,Oryzias carnaticus,Oryzias carnaticus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias celebensis,NA,Oryzias celebensis,Oryzias celebensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias curvinotus,Oryzias curvinotus,Oryzias curvinotus,Oryzias curvinotus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias dancena,Oryzias dancena,Oryzias dancena,Oryzias dancena,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias dopingdopingensis,NA,NA,Oryzias dopingdopingensis,NA,NA,NA,B,,NA,FALSE,NA,FALSE
Oryzias eversi,NA,Oryzias eversi,Oryzias eversi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias hadiatyae,Oryzias hadiatyae,Oryzias hadiatyae,Oryzias hadiatyae,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias haugiangensis,NA,Oryzias haugiangensis,Oryzias haugiangensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias hubbsi,NA,Oryzias hubbsi,Oryzias hubbsi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias javanicus,Oryzias javanicus,Oryzias javanicus,Oryzias javanicus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias latipes,Oryzias latipes,Oryzias latipes,Oryzias latipes,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias luzonensis,NA,Oryzias luzonensis,Oryzias luzonensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias marmoratus,NA,Oryzias marmoratus,Oryzias marmoratus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias matanensis,NA,Oryzias matanensis,Oryzias matanensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias mekongensis,Oryzias mekongensis,Oryzias mekongensis,Oryzias mekongensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias dancena,Oryzias melastigma,Oryzias melastigma,Oryzias dancena,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias minutillus,Oryzias minutillus,Oryzias minutillus,Oryzias minutillus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias nebulosus,NA,Oryzias nebulosus,Oryzias nebulosus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias nigrimas,NA,Oryzias nigrimas,Oryzias nigrimas,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias orthognathus,NA,Oryzias orthognathus,Oryzias orthognathus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias pectoralis,NA,Oryzias pectoralis,Oryzias pectoralis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias profundicola,NA,Oryzias profundicola,Oryzias profundicola,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias sakaizumii,NA,Oryzias sakaizumii,Oryzias sakaizumii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias sarasinorum,NA,Oryzias sarasinorum,Oryzias sarasinorum,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias setnai,Oryzias setnai,Oryzias setnai,Oryzias setnai,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias sinensis,NA,Oryzias sinensis,Oryzias sinensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias soerotoi,NA,Oryzias soerotoi,Oryzias soerotoi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias songkhramensis,NA,Oryzias songkhramensis,Oryzias songkhramensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias timorensis,Oryzias timorensis,Oryzias timorensis,"Oryzias timorensis (Weber & de Beaufort, 1922)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias uwai,NA,Oryzias uwai,Oryzias uwai,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias wolasi,NA,Oryzias wolasi,Oryzias wolasi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oryzias woworae,NA,Oryzias woworae,Oryzias woworae,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Oxyporhamphus micropterus,Oxyporhamphus micropterus,Oxyporhamphus micropterus,Oxyporhamphus micropterus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Oxyporhamphus similis,Oxyporhamphus similis,Oxyporhamphus similis,Oxyporhamphus similis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Parexocoetus brachypterus,Parexocoetus brachypterus,Parexocoetus brachypterus,Parexocoetus brachypterus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Parexocoetus hillianus,Parexocoetus hillianus,Parexocoetus hillianus,Parexocoetus hillianus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Exocoetus mesogaster,Parexocoetus mento,Parexocoetus mento,"Exocoetus mesogaster Weinland, 1858",NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Parexocoetus mento,Parexocoetus mento,Parexocoetus mento,Parexocoetus mento,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Strongylura senegalensis,Petalichthys capensis,Petalichthys capensis,Strongylura senegalensis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Platybelone argalus,Platybelone argalus,Platybelone argalus,Platybelone argalus,NA,NA,NA,B,,NA,TRUE,NA,TRUE
Platybelone lovii,NA,Platybelone lovii,"Platybelone lovii Günther, 1866",NA,NA,NA,B,,TRUE,FALSE,FALSE,TRUE
Playbelone argalus,Belone ardeola,Playbelone argalus,Playbelone argalus,NA,NA,NA,B,,NA,FALSE,NA,TRUE
Potamorrhaphis eigenmanni,NA,Potamorrhaphis eigenmanni,Potamorrhaphis eigenmanni,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Potamorrhaphis guianensis,Potamorrhaphis guianensis,Potamorrhaphis guianensis,Potamorrhaphis guianensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Potamorrhaphis labiatus,NA,Potamorrhaphis labiatus,Potamorrhaphis labiatus Sant'Anna et al.,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Potamorrhaphis petersi,NA,Potamorrhaphis petersi,Potamorrhaphis petersi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Prognichthys brevipinnis,Prognichthys brevipinnis,Prognichthys brevipinnis,Prognichthys brevipinnis,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Prognichthys gibbifrons,Prognichthys gibbifrons,Prognichthys gibbifrons,Prognichthys gibbifrons,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Prognichthys glaphyrae,Prognichthys glaphyrae,Prognichthys glaphyrae,Prognichthys glaphyrae,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Prognichthys occidentalis,Prognichthys occidentalis,Prognichthys occidentalis,Prognichthys occidentalis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Prognichthys sealei,Prognichthys sealei,Prognichthys sealei,Prognichthys sealei,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Prognichthys tringa,Prognichthys tringa,Prognichthys tringa,Prognichthys tringa,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Pseudotylosurus angusticeps,Pseudotylosurus angusticeps,Pseudotylosurus angusticeps,Pseudotylosurus angusticeps,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Pseudotylosurus microps,Pseudotylosurus microps,Pseudotylosurus microps,Pseudotylosurus microps,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Rhynchorhamphus arabicus,NA,Rhynchorhamphus arabicus,Rhynchorhamphus arabicus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Rhynchorhamphus georgii,Rhynchorhamphus georgii,Rhynchorhamphus georgii,Rhynchorhamphus georgii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Rhynchorhamphus malabaricus,Rhynchorhamphus malabaricus,Rhynchorhamphus malabaricus,Rhynchorhamphus malabaricus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Rhynchorhamphus naga,Rhynchorhamphus naga,Rhynchorhamphus naga,Rhynchorhamphus naga,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Scomberesox saurus,Scomberesox saurus,Scomberesox saurus,Scomberesox saurus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Scomberesox scombroides,Scomberesox saurus,Scomberesox scombroides,"Scomberesox scombroides (Richardson, 1843)",NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Scomberesox simulans,Scomberesox simulans,Scomberesox simulans,Scomberesox simulans,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Strongylura anastomella,Strongylura anastomella,Strongylura anastomella,Strongylura anastomella,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura exilis,Strongylura exilis,Strongylura exilis,Strongylura exilis,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Strongylura fluviatilis,Strongylura fluviatilis,Strongylura fluviatilis,Strongylura fluviatilis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura hubbsi,NA,Strongylura hubbsi,Strongylura hubbsi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura incisa,Strongylura incisa,Strongylura incisa,Strongylura incisa,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura krefftii,Strongylura krefftii,Strongylura krefftii,Strongylura krefftii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura leiura,Strongylura leiura,Strongylura leiura,Strongylura leiura,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura marina,Strongylura marina,Strongylura marina,Strongylura marina,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Strongylura notata,Strongylura notata,Strongylura notata,Strongylura notata,NA,NA,NA,B,,NA,TRUE,NA,TRUE
Strongylura scapularis,Strongylura scapularis,Strongylura scapularis,Strongylura scapularis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura senegalensis,Strongylura senegalensis,Strongylura senegalensis,Strongylura senegalensis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Strongylura strongylura,Strongylura strongylura,Strongylura strongylura,Strongylura strongylura,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Strongylura timucu,Strongylura timucu,Strongylura timucu,Strongylura timucu,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Strongylura urvillii,Strongylura urvillii,Strongylura urvillii,"Strongylura urvillii (Valenciennes, 1846)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Tondanichthys kottelati,Tondanichthys kottelati,Tondanichthys kottelati,"Tondanichthys kottelati Collette, 1995",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Tylosurus rafale,NA,Tylosurus acus,"Tylosurus rafale Collette & Parin, 1970",NA,NA,NA,B,,NA,FALSE,NA,TRUE
Tylosurus acus,Tylosurus acus,Tylosurus acus,Tylosurus acus,NA,NA,NA,B,,NA,TRUE,NA,TRUE
Tylosurus imperialis,Tylosurus imperialis,Tylosurus acus,"Tylosurus imperialis (Rafinesque, 1810)",NA,NA,NA,B,,NA,TRUE,NA,TRUE
Tylosurus melanotus,Tylosurus melanotus,Tylosurus acus,Tylosurus melanotus (Bleeker),NA,NA,NA,B,,NA,FALSE,NA,FALSE
Tylosurus choram,Tylosurus choram,Tylosurus choram,Tylosurus choram,NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus crocodilus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Tylosurus fodiator,Tylosurus fodiator,Tylosurus fodiator,Tylosurus fodiator Jordan & Gilbert,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Tylosurus gavialoides,Tylosurus gavialoides,Tylosurus gavialoides,Tylosurus gavialoides,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Tylosurus pacificus,Tylosurus pacificus,Tylosurus pacificus,Tylosurus pacificus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Tylosurus punctulatus,Tylosurus punctulatus,Tylosurus punctulatus,Tylosurus punctulatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Xenentodon cancila,Xenentodon cancila,Xenentodon cancila,Xenentodon cancila,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Xenentodon canciloides,Xenentodon canciloides,Xenentodon canciloides,Xenentodon canciloides Bleeker 1854,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus alleni,NA,Zenarchopterus alleni,"Zenarchopterus alleni Collette, 1982",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus buffonis,Zenarchopterus buffonis,Zenarchopterus buffonis,Zenarchopterus buffonis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus caudovittatus,Zenarchopterus caudovittatus,Zenarchopterus caudovittatus,"Zenarchopterus caudovittatus (Weber, 1907)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus clarus,Zenarchopterus clarus,Zenarchopterus clarus,"Zenarchopterus clarus Mohr, 1926",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
