EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Coelorinchus australis,Coelorinchus australis,Coelorinchus australis,Coelorinchus australis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus biclinozonalis,Coelorinchus biclinozonalis,Coelorinchus biclinozonalis,Coelorinchus biclinozonalis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus bollonsi,Coelorinchus bollonsi,Coelorinchus bollonsi,Coelorinchus bollonsi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus braueri,Coelorinchus braueri,Coelorinchus braueri,Coelorinchus braueri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus brevirostris,Coelorinchus brevirostris,Coelorinchus brevirostris,Coelorinchus brevirostris,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Macrurus carminatus,Coelorinchus carminatus,Coelorinchus caelorhincus,Macrurus carminatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus caelorhincus,Coelorinchus caelorhincus,Coelorinchus caelorhincus,Coelorinchus caelorhincus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus campbellicus,Coelorinchus campbellicus,Coelorinchus campbellicus,"Coelorinchus campbellicus McCann & McKnight, 1980",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus canus,Coelorinchus canus,Coelorinchus canus,Coelorinchus canus,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coelorinchus caribbaeus,Coelorinchus caribbaeus,Coelorinchus caribbaeus,Coelorinchus caribbaeus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus carinifer,Coelorinchus carinifer,Coelorinchus carinifer,"Coelorinchus carinifer Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus caudani,Coelorinchus caudani,Coelorinchus caudani,"Coelorinchus caudani (Köhler, 1896)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus celaenostomus,Coelorinchus celaenostomus,Coelorinchus celaenostomus,Coelorinchus celaenostomus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus charius,Coelorinchus charius,Coelorinchus charius,"Coelorinchus charius Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus chilensis,Coelorinchus chilensis,Coelorinchus chilensis,"Coelorinchus chilensis Gilbert & Thompson, 1916",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coelorinchus cingulatus,Coelorinchus cingulatus,Coelorinchus cingulatus,Coelorinchus cingulatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus commutabilis,Coelorinchus commutabilis,Coelorinchus commutabilis,Coelorinchus commutabilis Yatou,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus cookianus,Coelorinchus cookianus,Coelorinchus cookianus,"Coelorinchus cookianus McCann & McKnight, 1980",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus cylindricus,Coelorinchus cylindricus,Coelorinchus cylindricus,"Coelorinchus cylindricus Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus denticulatus,Coelorinchus denticulatus,Coelorinchus denticulatus,Coelorinchus denticulatus,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coelorinchus divergens,Coelorinchus divergens,Coelorinchus divergens,Coelorinchus divergens,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus dorsalis,Coelorinchus dorsalis,Coelorinchus dorsalis,"Coelorinchus dorsalis Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus doryssus,Coelorinchus doryssus,Coelorinchus doryssus,Coelorinchus doryssus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus fasciatus,Coelorinchus fasciatus,Coelorinchus fasciatus,Coelorinchus fasciatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus flabellispinnis,Coelorinchus flabellispinnis,Coelorinchus flabellispinnis,Coelorinchus flabellispinnis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus formosanus,Coelorinchus formosanus,Coelorinchus formosanus,Coelorinchus formosanus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus fuscigulus,NA,Coelorinchus fuscigulus,Coelorinchus fuscigulus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus gaesorhynchus,Coelorinchus gaesorhynchus,Coelorinchus gaesorhynchus,"Coelorinchus gaesorhynchus Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus geronimo,Coelorinchus geronimo,Coelorinchus geronimo,Coelorinchus geronimo,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus gilberti,Coelorinchus gilberti,Coelorinchus gilberti,Coelorinchus gilberti,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus gladius,Coelorinchus gladius,Coelorinchus gladius,Coelorinchus gladius,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus goobala,Coelorinchus goobala,Coelorinchus goobala,"Coelorinchus goobala Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus gormani,Coelorinchus gormani,Coelorinchus gormani,Coelorinchus gormani,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus hexafasciatus,Coelorinchus hexafasciatus,Coelorinchus hexafasciatus,"Coelorinchus hexafasciatus Okamura, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus hige,NA,Coelorinchus hige,"Coelorinchus hige Matsubara, 1943",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus hoangi,Coelorinchus hoangi,Coelorinchus hoangi,"Coelorinchus hoangi Iwamoto & Graham, 2008",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus horribilis,Coelorinchus horribilis,Coelorinchus horribilis,"Coelorinchus horribilis McMillan & Paulin, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus hubbsi,Coelorinchus hubbsi,Coelorinchus hubbsi,Coelorinchus hubbsi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus immaculatus,Coelorinchus immaculatus,Coelorinchus immaculatus,"Coelorinchus immaculatus Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus infuscus,Coelorinchus infuscus,Coelorinchus infuscus,"Coelorinchus infuscus McMillan & Paulin, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus innotabilis,Coelorinchus innotabilis,Coelorinchus innotabilis,Coelorinchus innotabilis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus japonicus,Coelorinchus japonicus,Coelorinchus japonicus,Coelorinchus japonicus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus jordani,Coelorinchus jordani,Coelorinchus jordani,Coelorinchus jordani,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus kaiyomaru,Coelorinchus kaiyomaru,Coelorinchus kaiyomaru,Coelorinchus kaiyomaru,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus kamoharai,Coelorinchus kamoharai,Coelorinchus kamoharai,Coelorinchus kamoharai,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus karrerae,Coelorinchus karrerae,Coelorinchus karrerae,"Coelorinchus karrerae Trunov, 1984",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus kermadecus,Coelorinchus kermadecus,Coelorinchus kermadecus,Coelorinchus kermadecus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus kishinouyei,Coelorinchus kishinouyei,Coelorinchus kishinouyei,Coelorinchus kishinouyei,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus labiatus,Coelorinchus labiatus,Coelorinchus labiatus,Coelorinchus labiatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus lasti,Coelorinchus lasti,Coelorinchus lasti,"Coelorinchus lasti Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus leptorhinus,Coelorinchus leptorhinus,Coelorinchus leptorhinus,Coelorinchus leptorhinus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus tokiensis,Coelorinchus tokiensis,Coelorinchus longicephalus,Coelorinchus tokiensis,NA,Coelorinchus tokiensis,1982,G,Split documented in ECoF,FALSE,FALSE,TRUE,FALSE
Coelorinchus longissimus,Coelorinchus longissimus,Coelorinchus longissimus,Coelorinchus longissimus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus macrochir,Coelorinchus macrochir,Coelorinchus macrochir,Coelorinchus macrochir,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus macrolepis,Coelorinchus macrolepis,Coelorinchus macrolepis,"Coelorinchus macrolepis Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus macrorhynchus,Coelorinchus macrorhynchus,Coelorinchus macrorhynchus,"Coelorinchus macrorhynchus Smith & Radcliffe, 1912",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus maculatus,Coelorinchus maculatus,Coelorinchus maculatus,"Coelorinchus maculatus Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus marinii,Coelorinchus marinii,Coelorinchus marinii,Coelorinchus marinii,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus matamua,Coelorinchus matamua,Coelorinchus matamua,Coelorinchus matamua,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus matsubarai,NA,Coelorinchus matsubarai,"Coelorinchus matsubarai Okamura, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus maurofasciatus,Coelorinchus maurofasciatus,Coelorinchus maurofasciatus,"Coelorinchus maurofasciatus McMillan & Paulin, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus mayiae,Coelorinchus mayiae,Coelorinchus mayiae,"Coelorinchus mayiae Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus mediterraneus,Coelorinchus mediterraneus,Coelorinchus mediterraneus,"Coelorinchus mediterraneus Iwamoto & Ungaro, 2002",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus melanobranchus,Coelorinchus melanobranchus,Coelorinchus melanobranchus,"Coelorinchus melanobranchus Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus melanosagmatus,Coelorinchus melanosagmatus,Coelorinchus melanosagmatus,"Coelorinchus melanosagmatus Iwamoto & Anderson, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus mirus,Coelorinchus mirus,Coelorinchus mirus,"Coelorinchus mirus McCulloch, 1926",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coelorinchus multifasciatus,Coelorinchus multifasciatus,Coelorinchus multifasciatus,"Coelorinchus multifasciatus Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus multispinulosus,Coelorinchus multispinulosus,Coelorinchus multispinulosus,Coelorinchus multispinulosus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus mycterismus,Coelorinchus mycterismus,Coelorinchus mycterismus,Coelorinchus mycterismus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus mystax,Coelorinchus mystax,Coelorinchus mystax,Coelorinchus mystax,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus nazcaensis,Coelorinchus nazcaensis,Coelorinchus nazcaensis,"Coelorinchus nazcaensis Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus notatus,Coelorinchus notatus,Coelorinchus notatus,"Coelorinchus notatus Smith & Radcliffe, 1912",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus obscuratus,Coelorinchus obscuratus,Coelorinchus obscuratus,Coelorinchus obscuratus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus occa,Coelorinchus occa,Coelorinchus occa,Coelorinchus occa,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus oliverianus,Coelorinchus oliverianus,Coelorinchus oliverianus,Coelorinchus oliverianus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus osipullus,Coelorinchus osipullus,Coelorinchus osipullus,Coelorinchus osipullus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus parallelus,Coelorinchus parallelus,Coelorinchus parallelus,Coelorinchus parallelus,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coelorinchus pardus,Coelorinchus pardus,Coelorinchus pardus,"Coelorinchus pardus Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus parvifasciatus,Coelorinchus parvifasciatus,Coelorinchus parvifasciatus,Coelorinchus parvifasciatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus platorhynchus,Coelorinchus platorhynchus,Coelorinchus platorhynchus,"Coelorinchus platorhynchus Smith & Radcliffe, 1912",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus polli,Coelorinchus polli,Coelorinchus polli,Coelorinchus polli,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus productus,Coelorinchus productus,Coelorinchus productus,Coelorinchus productus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus pseudoparallelus,Coelorinchus pseudoparallelus,Coelorinchus pseudoparallelus,"Coelorinchus pseudoparallelus Trunov, 1983",NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Coelorinchus quadricristatus,Coelorinchus quadricristatus,Coelorinchus quadricristatus,"Coelorinchus quadricristatus (Alcock, 1891)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus quincunciatus,Coelorinchus quincunciatus,Coelorinchus quincunciatus,"Coelorinchus quincunciatus Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus radcliffei,Coelorinchus radcliffei,Coelorinchus radcliffei,"Coelorinchus radcliffei Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus scaphopsis,Coelorinchus scaphopsis,Coelorinchus scaphopsis,Coelorinchus scaphopsis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus semaphoreus,Coelorinchus semaphoreus,Coelorinchus semaphoreus,"Coelorinchus semaphoreus Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus sereti,Coelorinchus sereti,Coelorinchus sereti,"Coelorinchus sereti Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus sexradiatus,Coelorinchus sexradiatus,Coelorinchus sexradiatus,Coelorinchus sexradiatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus shcherbachevi,Coelorinchus shcherbachevi,Coelorinchus shcherbachevi,"Coelorinchus shcherbachevi Iwamoto & Merrett, 1997",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus sheni,Coelorinchus sheni,Coelorinchus sheni,"Coelorinchus sheni Chiou, Shao & Iwamoto, 2004",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus simorhynchus,Coelorinchus simorhynchus,Coelorinchus simorhynchus,Coelorinchus simorhynchus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus smithi,Coelorinchus smithi,Coelorinchus smithi,Coelorinchus smithi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus sparsilepis,NA,Coelorinchus sparsilepis,"Coelorinchus sparsilepis Okamura, 1984",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus spathulatus,Coelorinchus spathulatus,Coelorinchus spathulatus,Coelorinchus spathulatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus spilonotus,Coelorinchus spilonotus,Coelorinchus spilonotus,Coelorinchus spilonotus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus spinifer,Coelorinchus spinifer,Coelorinchus spinifer,"Coelorinchus spinifer Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus supernasutus,Coelorinchus supernasutus,Coelorinchus supernasutus,"Coelorinchus supernasutus McMillan & Paulin, 1993",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus thompsoni,Coelorinchus thompsoni,Coelorinchus thompsoni,"Coelorinchus thompsoni Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus thurla,Coelorinchus thurla,Coelorinchus thurla,"Coelorinchus thurla Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus tokiensis,Coelorinchus tokiensis,Coelorinchus tokiensis,Coelorinchus tokiensis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus trachycarus,Coelorinchus trachycarus,Coelorinchus trachycarus,Coelorinchus trachycarus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus triocellatus,Coelorinchus triocellatus,Coelorinchus triocellatus,"Coelorinchus triocellatus Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus trunovi,Coelorinchus trunovi,Coelorinchus trunovi,Coelorinchus trunovi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus velifer,Coelorinchus velifer,Coelorinchus velifer,Coelorinchus velifer,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus ventrilux,Coelorinchus ventrilux,Coelorinchus ventrilux,"Coelorinchus ventrilux Marshall & Iwamoto, 1973",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coelorinchus vityazae,Coelorinchus vityazae,Coelorinchus vityazae,"Coelorinchus vityazae Iwamoto, Shcherbachev & Marquardt, 2004",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus weberi,Coelorinchus weberi,Coelorinchus weberi,"Coelorinchus weberi Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coelorinchus yurii,NA,Coelorinchus yurii,Coelorinchus yurii,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides acrolepis,Coryphaenoides acrolepis,Coryphaenoides acrolepis,Coryphaenoides acrolepis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides affinis,NA,Coryphaenoides affinis,"Coryphaenoides affinis Günther, 1878",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Coryphaenoides alateralis,Coryphaenoides alateralis,Coryphaenoides alateralis,Coryphaenoides alateralis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides altipinnis,NA,Coryphaenoides altipennis,"Coryphaenoides altipinnis Günther, 1877",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides anguliceps,Coryphaenoides anguliceps,Coryphaenoides anguliceps,Coryphaenoides anguliceps,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides ariommus,Coryphaenoides ariommus,Coryphaenoides ariommus,Coryphaenoides ariommus,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides armatus,Coryphaenoides armatus,Coryphaenoides armatus,Coryphaenoides armatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides asper,Coryphaenoides asper,Coryphaenoides asper,Coryphaenoides asper,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides aequatoris,NA,Coryphaenoides asperellus,"Coryphaenoides aequatoris (Smith & Radcliffe, 1912)",NA,NA,NA,G,,NA,FALSE,NA,FALSE
Coryphaenoides asprellus,Coryphaenoides asprellus,Coryphaenoides asprellus,"Coryphaenoides asprellus (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides boops,Coryphaenoides boops,Coryphaenoides boops,"Coryphaenoides boops (Garman, 1899)",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides brevibarbis,Coryphaenoides brevibarbis,Coryphaenoides brevibarbis,Coryphaenoides brevibarbis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides bucephalus,NA,Coryphaenoides bucephalus,"Coryphaenoides bucephalus (Garman, 1899)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides bulbiceps,Coryphaenoides bulbiceps,Coryphaenoides bulbiceps,"Coryphaenoides bulbiceps (Garman, 1899)",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides camurus,Coryphaenoides camurus,Coryphaenoides camurus,"Coryphaenoides camurus (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides capito,Coryphaenoides capito,Coryphaenoides capito,Coryphaenoides capito,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides carapinus,Coryphaenoides carapinus,Coryphaenoides carapinus,Coryphaenoides carapinus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides carminifer,Coryphaenoides carminifer,Coryphaenoides carminifer,Coryphaenoides carminifer,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides castaneus,NA,Coryphaenoides castaneus,Coryphaenoides castaneus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides cinereus,Coryphaenoides cinereus,Coryphaenoides cinereus,Coryphaenoides cinereus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides delsolari,Coryphaenoides delsolari,Coryphaenoides delsolari,Coryphaenoides delsolari,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides dossenus,Coryphaenoides dossenus,Coryphaenoides dossenus,Coryphaenoides dossenus,NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Coryphaenoides dubius,Coryphaenoides dubius,Coryphaenoides dubius,"Coryphaenoides dubius (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides fernandezianus,Coryphaenoides fernandezianus,Coryphaenoides fernandezianus,"Coryphaenoides fernandezianus (Günther, 1887)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides ferrieri,Coryphaenoides ferrieri,Coryphaenoides ferrieri,Coryphaenoides ferrieri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides filamentosus,NA,Coryphaenoides filamentosus,"Coryphaenoides filamentosus Okamura, 1970",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides filicauda,Coryphaenoides filicauda,Coryphaenoides filicauda,"Coryphaenoides filicauda Günther, 1878",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides filiferus,Coryphaenoides filifer,Coryphaenoides filifer,"Coryphaenoides filifera (Gilbert, 1896)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides grahami,Coryphaenoides grahami,Coryphaenoides grahami,Coryphaenoides grahami,NA,NA,NA,G,,TRUE,FALSE,FALSE,FALSE
Coryphaenoides guentheri,Coryphaenoides guentheri,Coryphaenoides guentheri,Coryphaenoides guentheri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides gypsochilus,Coryphaenoides gypsochilus,Coryphaenoides gypsochilus,Coryphaenoides gypsochilus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides hextii,Coryphaenoides hextii,Coryphaenoides hextii,"Coryphaenoides hextii (Alcock, 1890)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides hoskynii,NA,Coryphaenoides hoskynii,"Coryphaenoides hoskynii (Alcock, 1890)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides lecointei,Coryphaenoides lecointei,Coryphaenoides lecointei,Coryphaenoides lecointei,NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Coryphaenoides leptolepis,Coryphaenoides leptolepis,Coryphaenoides leptolepis,Coryphaenoides leptolepis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides liocephalus,Coryphaenoides liocephalus,Coryphaenoides liocephalus,"Coryphaenoides liocephalus (Günther, 1887)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides longicirrhus,Coryphaenoides longicirrhus,Coryphaenoides longicirrhus,"Coryphaenoides longicirrhus (Gilbert, 1905)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides longifilis,Coryphaenoides longifilis,Coryphaenoides longifilis,Coryphaenoides longifilis,NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Coryphaenoides macrolophus,Coryphaenoides macrolophus,Coryphaenoides macrolophus,"Coryphaenoides macrolophus (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides marginatus,Coryphaenoides marginatus,Coryphaenoides marginatus,Coryphaenoides marginatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides marshalli,Coryphaenoides marshalli,Coryphaenoides marshalli,Coryphaenoides marshalli,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides mcmillani,Coryphaenoides mcmillani,Coryphaenoides mcmillani,Coryphaenoides mcmillani,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides mediterraneus,Coryphaenoides mediterraneus,Coryphaenoides mediterraneus,Coryphaenoides mediterraneus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides mexicanus,Coryphaenoides mexicanus,Coryphaenoides mexicanus,Coryphaenoides mexicanus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides microps,Coryphaenoides microps,Coryphaenoides microps,Coryphaenoides microps,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides microstomus,Coryphaenoides microstomus,Coryphaenoides microstomus,Coryphaenoides microstomus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides murrayi,Coryphaenoides murrayi,Coryphaenoides murrayi,Coryphaenoides murrayi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
